City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
357,aurangabad,19.8833,75.3333,75.58,32,4,7.45,IN,1680381360
358,tupik,54.4253,119.9327,13.73,78,100,8.37,RU,1680381398
359,hamilton,39.1834,-84.5333,44.85,64,100,25.32,US,1680381189
360,dillon,34.4166,-79.3712,75.54,67,90,20.02,US,1680381399
361,samarai,-10.6167,150.6667,81.99,76,100,7.72,PG,1680381399
362,cayhagan,9.6697,122.4256,78.28,84,100,6.2,PH,1680381400
363,skjervoy,70.0311,20.9714,28.4,59,100,12.37,NO,1680381400
364,saint george,37.1041,-113.5841,65.43,28,0,6.91,US,1680381259
365,dhing,26.4667,92.4667,65.57,87,91,3.27,IN,1680381401
366,abu dhabi,24.4667,54.3667,73.51,71,0,10.36,AE,1680381401
367,carutapera,-1.195,-46.02,74.79,93,100,2.19,BR,1680381402
368,jedburgh,55.48,-2.552,43.32,96,100,4.45,GB,1680381402
369,quelimane,-17.8786,36.8883,74.07,82,100,4.29,MZ,1680381402
370,walvis bay,-22.9575,14.5053,59.95,82,14,5.75,NA,1680381403
371,shurugwi,-19.6702,30.0059,60.62,77,59,5.3,ZW,1680381403
372,raga,8.4596,25.678,77.23,15,35,2.66,SS,1680381404
373,eydhafushi,5.1033,73.0708,81.9,72,43,8.16,MV,1680381404
374,port augusta,-32.5,137.7667,51.64,62,0,5.46,AU,1680381296
375,uinskoye,56.8817,56.5813,35.56,93,100,6.15,RU,1680381405
376,tuatapere,-46.1333,167.6833,51.39,82,100,12.03,NZ,1680381405
377,puerto carreno,6.189,-67.4859,94.98,43,40,11.5,CO,1680381406
378,vrangel,42.7297,133.0839,36.86,68,14,7.18,RU,1680381261
379,colomi,-17.35,-65.8667,68.02,74,85,3.85,BO,1680381406
380,pemangkat,1.1667,108.9667,77.61,83,81,4.29,ID,1680381407
381,lambare,-25.3468,-57.6065,86.04,62,20,9.22,PY,1680381407
382,nishihara,26.1842,127.7558,69.08,78,75,25.32,JP,1680381408
383,raudeberg,61.9875,5.1352,35.96,76,34,2.46,NO,1680381408
384,gizo,-8.103,156.8419,81.72,74,100,2.53,SB,1680381409
385,waipawa,-41.4122,175.5153,62.91,73,53,15.9,NZ,1680381409
386,vestmannaeyjar,63.4427,-20.2734,41.99,63,100,22.86,IS,1680381410
387,mandan,46.8267,-100.8896,39.36,77,0,13.8,US,1680381195
388,vostok,46.4856,135.8833,27.28,77,17,4.34,RU,1680381410
389,halifax,44.6453,-63.5724,40.44,96,100,12.66,CA,1680381313
390,ryotsu,38.0833,138.4333,46.35,71,0,14.2,JP,1680381412
391,poitiers,46.5833,0.3333,46.24,56,0,5.75,FR,1680381130
392,san rafael del sur,11.8485,-86.4384,94.17,29,100,15.43,NI,1680381412
393,honiara,-9.4333,159.95,79.86,83,96,1.12,SB,1680381197
394,cocobeach,1.0002,9.5823,78.84,84,100,5.59,GA,1680381414
395,tessalit,20.1986,1.0114,80.35,7,0,8.84,ML,1680381414
396,onega,63.9061,38.1404,10.13,99,87,1.77,RU,1680381415
397,mehendiganj,22.8167,90.5333,71.31,86,69,2.82,BD,1680381416
398,lithgow,-33.4833,150.15,48.87,94,97,3.94,AU,1680381416
399,yulara,-25.2406,130.9889,58.71,79,19,7.29,AU,1680381249
400,progreso,21.2833,-89.6667,95.11,68,20,19.13,MX,1680381417
401,bilibino,68.0546,166.4372,-13.79,99,99,2.19,RU,1680381133
402,kedrovyy,56.1667,91.8167,-1.14,99,13,2.01,RU,1680381418
403,san carlos de bariloche,-41.1456,-71.3082,58.75,58,75,24.16,AR,1680381419
404,ibra,22.6906,58.5334,76.68,49,36,5.99,OM,1680381419
405,kushima,31.4583,131.2333,59.56,90,100,11.32,JP,1680381420
406,brewster,41.3973,-73.6171,72.68,54,0,13.8,US,1680381421
407,port shepstone,-30.7414,30.455,72.54,84,100,3.62,ZA,1680381247
408,poronaysk,49.2167,143.1167,24.84,95,23,1.66,RU,1680381421
409,inhambane,-23.865,35.3833,73.24,86,4,5.66,MZ,1680381236
410,sobolevo,54.4299,31.8996,44.31,92,100,8.52,RU,1680381422
411,itarema,-2.9248,-39.9167,78.58,81,100,6.71,BR,1680381423
412,ayan,56.45,138.1667,20.21,94,98,3.98,RU,1680381130
413,wamba,8.9333,8.6,85.96,28,100,2.8,NG,1680381424
414,shubarshi,48.5872,57.1869,48.15,30,4,19.01,KZ,1680381424
415,petropavl,54.8753,69.1628,27.84,74,4,9.17,KZ,1680381202
416,yeppoon,-23.1333,150.7333,65.98,89,100,12.62,AU,1680381338
417,nenjiang,49.1833,125.2167,51.19,43,100,6.04,CN,1680381426
418,seymchan,62.8833,152.4333,9.59,93,100,7.34,RU,1680381426
419,athabasca,54.7169,-113.2854,35.4,83,99,3.53,CA,1680381426
420,bayeux,-7.125,-34.9322,83.03,74,40,12.66,BR,1680381427
421,oriximina,-1.7656,-55.8661,80.69,81,94,0.45,BR,1680381214
422,marsa matruh,31.3525,27.2453,62.8,59,0,5.75,EG,1680381428
423,najran,17.4924,44.1277,75.85,36,47,7.63,SA,1680381428
424,kopavogur,64.1123,-21.913,39.42,81,75,26.46,IS,1680381428
425,tura,25.5198,90.2201,62.76,93,97,1.52,IN,1680381429
426,yurga,55.7231,84.8861,7.05,91,50,3.0,RU,1680381430
427,hami,42.8,93.45,33.21,23,100,13.35,CN,1680381225
428,tamworth,52.634,-1.6959,47.82,84,100,10.45,GB,1680381430
429,okato,-39.2,173.8833,64.9,69,20,3.0,NZ,1680381431
430,konstantinovka,49.6167,127.9833,46.17,53,100,6.13,RU,1680381432
431,marrakesh,31.6315,-8.0083,77.07,44,0,12.66,MA,1680381432
432,save,8.0425,2.486,81.68,65,78,10.63,BJ,1680381432
433,juybar,36.6412,52.9124,48.29,84,87,3.47,IR,1680381433
434,puerto leguizamo,-0.1934,-74.7819,82.09,74,84,1.81,CO,1680381433
435,benguela,-12.5763,13.4055,78.17,81,31,1.9,AO,1680381434
436,benicarlo,40.4165,0.4271,49.57,57,30,35.48,ES,1680381434
437,fugen,47.35,11.85,47.01,95,98,3.56,AT,1680381435
438,los llanos de aridane,28.6585,-17.9182,64.15,83,0,14.97,ES,1680381435
439,lovozero,68.005,35.0117,23.18,95,99,13.27,RU,1680381436
440,lincoln,40.8,-96.667,57.0,21,0,4.0,US,1680381349
441,spas-klepiki,55.1347,40.1767,38.37,97,100,7.81,RU,1680381437
442,kitimat,54.0524,-128.6534,37.9,59,47,3.0,CA,1680381438
443,mendi,-6.1761,143.6513,53.24,97,44,3.06,PG,1680381438
444,nalut,30.3333,10.85,71.08,13,1,5.32,LY,1680381439
445,grindavik,63.8424,-22.4338,39.67,87,75,28.77,IS,1680381439
446,necochea,-38.5473,-58.7368,64.85,46,94,8.01,AR,1680381440
447,viedma,-40.8135,-62.9967,74.57,22,86,15.17,AR,1680381440
448,kireyevsk,53.9336,37.9279,37.56,98,100,11.56,RU,1680381441
449,yarim,14.298,44.3779,56.55,73,78,3.47,YE,1680381441
450,golden gate,26.1879,-81.6951,90.01,62,0,14.97,US,1680381442
451,kagalnitskaya,46.8806,40.1466,43.68,70,3,7.4,RU,1680381443
452,vredendal,-31.6683,18.5012,76.05,31,0,3.42,ZA,1680381443
453,kavaratti,10.5669,72.642,81.19,68,6,6.98,IN,1680381220
454,souillac,-20.5167,57.5167,79.18,78,20,4.61,MU,1680381444
455,kollam,8.8833,76.6,79.52,81,36,5.39,IN,1680381445
456,praya,14.9215,-23.5087,84.74,26,0,14.97,CV,1680381423
457,derzhavinsk,51.1,66.3167,33.17,58,0,15.26,KZ,1680381446
458,bloemfontein,-29.1211,26.214,63.88,72,53,4.61,ZA,1680381446
459,apache junction,33.4151,-111.5496,78.26,18,0,3.0,US,1680381065
460,adre,13.4667,22.2,78.1,12,14,15.57,TD,1680381447
461,khorixas,-20.3667,14.9667,68.29,40,26,6.11,NA,1680381448
462,taoudenni,22.6783,-3.9836,85.62,6,0,11.16,ML,1680381448
463,carballo,43.213,-8.691,52.86,86,11,3.36,ES,1680381448
464,nilanga,18.1,76.7667,78.24,19,56,6.85,IN,1680381449
465,chester,40.1254,-75.8749,72.73,60,0,11.99,US,1680381252
466,martapura,-3.4167,114.85,75.29,100,100,4.61,ID,1680381450
467,coahuayana,18.7333,-103.6833,89.71,33,93,8.39,MX,1680381450
468,annau,37.8876,58.516,51.3,71,100,6.91,TM,1680381451
469,mundwa,27.0667,73.8167,74.53,39,15,4.81,IN,1680381451
470,lagos,6.5833,3.75,84.52,80,93,4.68,NG,1680381304
471,matamoros,25.5333,-103.25,86.11,31,75,8.05,MX,1680381452
472,bahia blanca,-38.7196,-62.2724,73.81,33,38,14.0,AR,1680381453
473,sao francisco de assis,-29.5503,-55.1311,67.5,50,0,7.54,BR,1680381454
474,mombetsu,44.3525,143.3525,32.68,88,86,4.63,JP,1680381454
475,tafo,6.7345,-1.6127,78.87,71,46,5.32,GH,1680381455
476,buluang,13.3068,123.3425,73.42,91,100,2.37,PH,1680381455
477,nanortalik,60.1432,-45.2371,27.52,82,15,3.91,GL,1680381219
478,yar-sale,66.8333,70.8333,33.87,99,100,18.43,RU,1680381169
479,nabire,-3.3667,135.4833,75.63,91,100,2.53,ID,1680381456
480,luanda,-8.8368,13.2343,80.6,83,20,4.61,AO,1680381232
481,chama,47.1821,8.4636,46.62,86,40,0.0,CH,1680381457
482,tigil,57.8,158.6667,28.87,93,85,6.44,RU,1680381457
483,aksay,47.26,39.87,43.25,52,3,4.0,RU,1680381458
484,meghraj,23.5,73.5,77.61,32,0,8.66,IN,1680381459
485,mount gambier,-37.8333,140.7667,45.88,89,16,2.17,AU,1680381459
486,vicksburg,32.3526,-90.8779,80.28,25,0,6.91,US,1680381270
487,rio grande,-32.035,-52.0986,75.31,57,9,15.26,BR,1680381340
488,christiana,-27.914,25.1611,71.04,43,76,11.61,ZA,1680381461
489,koumac,-20.5667,164.2833,79.02,76,3,1.16,NC,1680381461
490,bom jesus da lapa,-13.255,-43.4181,86.81,24,7,6.69,BR,1680381461
491,novikovo,51.1537,37.8879,39.72,97,100,7.96,RU,1680381462
492,marsaxlokk,35.8419,14.5431,61.09,88,0,9.22,MT,1680381463
493,harper,4.375,-7.7169,79.77,86,30,5.68,LR,1680381463
494,baoqing,46.3317,132.2111,39.38,62,99,7.11,CN,1680381463
495,tigzirt,36.8886,4.1198,57.99,82,0,8.08,DZ,1680381464
496,miraflores,19.2167,-98.8083,84.96,21,33,6.35,MX,1680381464
497,manaure,11.7751,-72.4445,86.02,55,70,21.59,CO,1680381465
498,ossora,59.2353,163.0719,21.61,94,74,1.34,RU,1680381190
499,samur,41.8253,48.486,41.97,74,97,5.57,RU,1680381465
500,locri,38.2414,16.2623,58.32,78,100,8.95,IT,1680381466
501,katsuura,35.1333,140.3,57.22,72,100,14.65,JP,1680381184
502,hokitika,-42.7167,170.9667,60.69,81,10,10.85,NZ,1680381467
503,san ignacio,17.1561,-89.0714,95.14,38,40,9.22,BZ,1680381467
504,kruisfontein,-34.0033,24.7314,59.2,73,1,5.19,ZA,1680381468
505,empangeni,-28.762,31.8933,67.5,95,30,2.93,ZA,1680381468
506,brest,52.1,23.7,49.96,81,75,6.71,BY,1680381468
507,acarau,-2.8856,-40.12,79.18,81,100,7.47,BR,1680381469
508,lazaro cardenas,17.9583,-102.2,85.51,45,24,10.38,MX,1680381469
509,san cristobal,7.7669,-72.225,66.38,92,100,3.69,VE,1680381469
510,xinye,32.5186,112.3522,61.83,69,2,12.84,CN,1680381470
511,sicuani,-14.2694,-71.2261,56.08,61,100,4.12,PE,1680381470
512,port hardy,50.6996,-127.4199,41.18,87,75,12.66,CA,1680381471
513,manzhouli,49.6,117.4333,31.82,64,100,6.42,CN,1680381472
514,umm kaddadah,13.6017,26.6876,71.24,10,100,11.61,SD,1680381473
515,viransehir,37.2353,39.7631,40.39,70,7,2.77,TR,1680381473
516,tecoanapa,16.5167,-98.75,86.63,55,25,11.65,MX,1680381473
517,smithers,54.7804,-127.1743,43.12,33,75,10.36,CA,1680381474
518,poshekhonye,58.4993,39.1353,34.47,99,100,4.63,RU,1680381474
519,gat,31.61,34.7642,56.8,74,0,4.0,IL,1680381475
520,sembakung,3.8167,117.25,73.47,99,100,2.91,ID,1680381475
521,auki,-8.7676,160.7034,81.37,72,100,1.61,SB,1680381476
522,dickson,36.077,-87.3878,65.05,34,0,12.66,US,1680381344
523,dubbo,-32.25,148.6167,48.33,87,4,10.36,AU,1680381477
524,fiche,9.8,38.7333,49.01,88,100,0.6,ET,1680381477
525,orikum,40.3253,19.4714,57.9,81,85,10.92,AL,1680381478
526,klyuchi,52.2667,79.1667,22.33,51,1,9.6,RU,1680381478
527,monrovia,6.3005,-10.7969,80.37,85,67,6.15,LR,1680381479
528,yatou,37.15,122.3833,49.15,27,0,0.67,CN,1680381479
529,booue,-0.0921,11.9385,73.89,95,46,1.88,GA,1680381480
530,coquimbo,-29.9533,-71.3436,67.73,72,0,12.66,CL,1680381480
531,shenjiamen,29.9576,122.298,52.9,68,0,4.59,CN,1680381481
532,bisho,-32.8472,27.4422,60.1,96,14,5.35,ZA,1680381481
533,khani,41.9563,42.9566,31.57,67,69,5.35,GE,1680381482
534,seoul,37.5683,126.9778,47.8,72,20,3.44,KR,1680381233
535,lucea,18.451,-78.1736,84.85,71,48,5.12,JM,1680381483
536,nome,64.5011,-165.4064,30.16,100,100,13.8,US,1680381483
537,mangan,27.5167,88.5333,57.87,95,100,0.72,IN,1680381484
538,mitu,1.1983,-70.1733,76.66,86,100,1.97,CO,1680381484
539,areosa,41.7178,-8.8571,56.91,73,4,24.47,PT,1680381485
540,manono,-7.3,27.4167,67.1,93,92,1.36,CD,1680381485
